startTime,serie,words,eventType,sessionId
2025-05-29 11:28:27.877000+00:00,7-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'Meu'}, {'tag': 'Substantivo', 'word': 'irmão'}, {'tag': 'Advérbio', 'word': 'mais'}, {'tag': 'Adjetivo', 'word': 'novo'}, {'tag': 'Verbo', 'word': 'adora'}, {'tag': 'Substantivo', 'word': 'dinossauros'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,-RqVl0A0z4
2025-05-29 11:28:30.202000+00:00,7-ensino-fundamental,"[{'tag': 'Interjeição', 'word': 'Ah'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Artigo', 'word': 'que'}, {'tag': 'Substantivo', 'word': 'dia'}, {'tag': 'Adjetivo', 'word': 'longo'}, {'tag': 'Conjunção Coordenativa', 'word': 'e'}, {'tag': 'Adjetivo', 'word': 'cheio'}, {'tag': 'Preposição', 'word': 'de'}, {'tag': 'Substantivo', 'word': 'surpresas'}, {'tag': 'Adjetivo', 'word': 'inesperadas'}, {'tag': 'Pontuação', 'word': '!'}]",new-session,6fNxSzx88U
2025-05-29 11:28:37.005000+00:00,7-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'A'}, {'tag': 'Substantivo', 'word': 'menina'}, {'tag': 'Verbo', 'word': 'caiu'}, {'tag': 'Preposição+Artigo', 'word': 'na'}, {'tag': 'Substantivo', 'word': 'escada'}, {'tag': 'Conjunção Coordenativa', 'word': 'e'}, {'tag': 'Verbo', 'word': 'machucou'}, {'tag': 'Artigo', 'word': 'o'}, {'tag': 'Substantivo', 'word': 'braço'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,sP6hyFO2Qe
2025-05-29 11:28:47.050000+00:00,7-ensino-fundamental,"[{'tag': 'Nome Próprio', 'word': 'João'}, {'tag': 'Advérbio', 'word': 'sempre'}, {'tag': 'Verbo', 'word': 'estuda'}, {'tag': 'Advérbio', 'word': 'antes'}, {'tag': 'Preposição+Artigo', 'word': 'das'}, {'tag': 'Substantivo', 'word': 'provas'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,OvR7h8gaOT
2025-05-29 11:28:49.126000+00:00,7-ensino-fundamental,"[{'tag': 'Preposição', 'word': 'De'}, {'tag': 'Substantivo', 'word': 'jeito'}, {'tag': 'Artigo', 'word': 'nenhum'}, {'tag': 'Verbo Auxiliar', 'word': 'vou'}, {'tag': 'Verbo', 'word': 'aceitar'}, {'tag': 'Pronome', 'word': 'isso'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Conjunção Coordenativa', 'word': 'nem'}, {'tag': 'Conjunção Subordinativa', 'word': 'que'}, {'tag': 'Pronome', 'word': 'me'}, {'tag': 'Verbo', 'word': 'paguem'}, {'tag': 'Artigo', 'word': 'o'}, {'tag': 'Substantivo', 'word': 'dobro'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,ZpAjWSL3XB
2025-05-29 11:28:57.317000+00:00,7-ensino-fundamental,"[{'tag': 'Pronome', 'word': 'Ele'}, {'tag': 'Verbo', 'word': 'disse'}, {'tag': 'Conjunção Subordinativa', 'word': 'que'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Conjunção Subordinativa', 'word': 'embora'}, {'tag': 'Verbo de Ligação', 'word': 'estivesse'}, {'tag': 'Adjetivo', 'word': 'doente'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Verbo', 'word': 'iria'}, {'tag': 'Preposição+Artigo', 'word': 'ao'}, {'tag': 'Substantivo', 'word': 'trabalho'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,8wsEGQi-r8
2025-05-29 11:29:05.726000+00:00,7-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'Os'}, {'tag': 'Substantivo', 'word': 'estudantes'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Pronome', 'word': 'que'}, {'tag': 'Verbo', 'word': 'estudaram'}, {'tag': 'Advérbio', 'word': 'bastante'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Verbo', 'word': 'passaram'}, {'tag': 'Preposição', 'word': 'com'}, {'tag': 'Substantivo', 'word': 'facilidade'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,1Q2wo7Dd4V
2025-05-29 11:29:16.725000+00:00,7-ensino-fundamental,"[{'tag': 'Conjunção Subordinativa', 'word': 'Embora'}, {'tag': 'Verbo Auxiliar', 'word': 'estivesse'}, {'tag': 'Verbo', 'word': 'chovendo'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Verbo', 'word': 'resolveram'}, {'tag': 'Verbo', 'word': 'sair'}, {'tag': 'Conjunção Subordinativa', 'word': 'para'}, {'tag': 'Verbo', 'word': 'caminhar'}, {'tag': 'Preposição', 'word': 'como'}, {'tag': 'Preposição', 'word': 'de'}, {'tag': 'Substantivo', 'word': 'costume'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,KM4Cq5sU3v
2025-05-29 11:29:25.193000+00:00,7-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'O'}, {'tag': 'Substantivo', 'word': 'filme'}, {'tag': 'Pronome', 'word': 'que'}, {'tag': 'Verbo', 'word': 'vimos'}, {'tag': 'Advérbio', 'word': 'ontem'}, {'tag': 'Verbo de Ligação', 'word': 'foi'}, {'tag': 'Adjetivo', 'word': 'emocionante'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,WCZO68NsAw
2025-05-29 11:29:25.359000+00:00,7-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'O'}, {'tag': 'Substantivo', 'word': 'homem'}, {'tag': 'Pronome', 'word': 'que'}, {'tag': 'Pronome', 'word': 'ela'}, {'tag': 'Verbo', 'word': 'viu'}, {'tag': 'Advérbio', 'word': 'ontem'}, {'tag': 'Preposição+Artigo', 'word': 'no'}, {'tag': 'Substantivo', 'word': 'museu'}, {'tag': 'Verbo de Ligação', 'word': 'é'}, {'tag': 'Artigo', 'word': 'o'}, {'tag': 'Pronome', 'word': 'mesmo'}, {'tag': 'Pronome', 'word': 'que'}, {'tag': 'Verbo', 'word': 'desapareceu'}, {'tag': 'Preposição+Artigo', 'word': 'na'}, {'tag': 'Substantivo', 'word': 'semana'}, {'tag': 'Adjetivo', 'word': 'passada'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,Je5JKA-Gvw
2025-05-29 11:29:42.814000+00:00,7-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'O'}, {'tag': 'Substantivo', 'word': 'cachorro'}, {'tag': 'Verbo', 'word': 'mordeu'}, {'tag': 'Artigo', 'word': 'o'}, {'tag': 'Substantivo', 'word': 'carteiro'}, {'tag': 'Verbo', 'word': 'brincando'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,OBAcXW_lTV
2025-05-29 11:29:45.997000+00:00,7-ensino-fundamental,"[{'tag': 'Interjeição', 'word': 'Ah'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Advérbio', 'word': 'como'}, {'tag': 'Pronome', 'word': 'eu'}, {'tag': 'Verbo', 'word': 'gostaria'}, {'tag': 'Conjunção Subordinativa', 'word': 'de'}, {'tag': 'Verbo', 'word': 'viajar'}, {'tag': 'Preposição+Artigo', 'word': 'pelo'}, {'tag': 'Substantivo', 'word': 'mundo'}, {'tag': 'Adjetivo', 'word': 'inteiro'}, {'tag': 'Pontuação', 'word': '!'}]",new-session,DbEk0cOdNA
2025-05-29 11:29:46.761000+00:00,7-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'A'}, {'tag': 'Substantivo', 'word': 'luz'}, {'tag': 'Preposição+Artigo', 'word': 'da'}, {'tag': 'Substantivo', 'word': 'rua'}, {'tag': 'Verbo', 'word': 'apagou'}, {'tag': 'Advérbio', 'word': 'cedo'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,tPy5UDEbXM
2025-05-29 11:29:48.618000+00:00,7-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'Meu'}, {'tag': 'Substantivo', 'word': 'amigo'}, {'tag': 'Nome Próprio', 'word': 'João'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Pronome', 'word': 'você'}, {'tag': 'Verbo', 'word': 'veio'}, {'tag': 'Preposição', 'word': 'para'}, {'tag': 'Artigo', 'word': 'a'}, {'tag': 'Substantivo', 'word': 'festa'}, {'tag': 'Advérbio', 'word': 'ontem'}, {'tag': 'Pontuação', 'word': '?'}]",new-session,T3ZHlquCFV
2025-05-29 11:30:00.100000+00:00,7-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'O'}, {'tag': 'Substantivo', 'word': 'artista'}, {'tag': 'Verbo', 'word': 'desenhou'}, {'tag': 'Artigo', 'word': 'o'}, {'tag': 'Substantivo', 'word': 'retrato'}, {'tag': 'Preposição', 'word': 'com'}, {'tag': 'Substantivo', 'word': 'carvão'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,5OZy6L5vTW
2025-05-29 11:30:11.357000+00:00,7-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'Os'}, {'tag': 'Substantivo', 'word': 'estudantes'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Pronome', 'word': 'que'}, {'tag': 'Verbo', 'word': 'estudaram'}, {'tag': 'Advérbio', 'word': 'bastante'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Verbo', 'word': 'passaram'}, {'tag': 'Preposição', 'word': 'com'}, {'tag': 'Substantivo', 'word': 'facilidade'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,6I3x4fuJNp
2025-05-29 11:30:11.617000+00:00,7-ensino-fundamental,"[{'tag': 'Interjeição', 'word': 'Ah'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Advérbio', 'word': 'não'}, {'tag': 'Verbo', 'word': 'acredito'}, {'tag': 'Conjunção Subordinativa', 'word': 'que'}, {'tag': 'Pronome', 'word': 'você'}, {'tag': 'Verbo Auxiliar', 'word': 'tenha'}, {'tag': 'Verbo', 'word': 'ganhado'}, {'tag': 'Artigo', 'word': 'a'}, {'tag': 'Substantivo', 'word': 'competição'}, {'tag': 'Pontuação', 'word': '!'}]",new-session,3ArIQfGjUt
2025-05-29 11:30:29.696000+00:00,7-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'O'}, {'tag': 'Substantivo', 'word': 'menino'}, {'tag': 'Verbo', 'word': 'correu'}, {'tag': 'Preposição+Artigo', 'word': 'da'}, {'tag': 'Substantivo', 'word': 'sombra'}, {'tag': 'Adjetivo', 'word': 'assustadora'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,fWhOyrivU6
2025-05-29 11:30:52.940000+00:00,7-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'A'}, {'tag': 'Substantivo', 'word': 'menina'}, {'tag': 'Verbo', 'word': 'caiu'}, {'tag': 'Preposição+Artigo', 'word': 'na'}, {'tag': 'Substantivo', 'word': 'escada'}, {'tag': 'Conjunção Coordenativa', 'word': 'e'}, {'tag': 'Verbo', 'word': 'machucou'}, {'tag': 'Artigo', 'word': 'o'}, {'tag': 'Substantivo', 'word': 'braço'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,jSeAxJZx1O
2025-05-29 11:31:47.589000+00:00,7-ensino-fundamental,"[{'tag': 'Nome Próprio', 'word': 'Ana'}, {'tag': 'Verbo', 'word': 'trouxe'}, {'tag': 'Substantivo', 'word': 'flores'}, {'tag': 'Preposição', 'word': 'para'}, {'tag': 'Artigo', 'word': 'a'}, {'tag': 'Substantivo', 'word': 'professora'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,hHd1uqb3XZ
2025-05-29 11:31:58.017000+00:00,7-ensino-fundamental,"[{'tag': 'Pronome', 'word': 'Ele'}, {'tag': 'Verbo', 'word': 'correu'}, {'tag': 'Advérbio', 'word': 'rápido'}, {'tag': 'Conjunção Subordinativa', 'word': 'para'}, {'tag': 'Verbo', 'word': 'pegar'}, {'tag': 'Artigo', 'word': 'o'}, {'tag': 'Substantivo', 'word': 'ônibus'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,wc6pTN8x2i
2025-05-29 11:33:00.206000+00:00,7-ensino-fundamental,"[{'tag': 'Conjunção Subordinativa', 'word': 'Enquanto'}, {'tag': 'Pronome', 'word': 'ele'}, {'tag': 'Verbo', 'word': 'falava'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Pronome', 'word': 'todos'}, {'tag': 'Verbo', 'word': 'prestavam'}, {'tag': 'Artigo', 'word': 'muita'}, {'tag': 'Substantivo', 'word': 'atenção'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,hKeMXnH2Jn
2025-05-29 11:33:17.431000+00:00,7-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'Meu'}, {'tag': 'Substantivo', 'word': 'amigo'}, {'tag': 'Nome Próprio', 'word': 'Carlos'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Verbo', 'word': 'venha'}, {'tag': 'Advérbio', 'word': 'aqui'}, {'tag': 'Preposição', 'word': 'por'}, {'tag': 'Numeral', 'word': 'um'}, {'tag': 'Substantivo', 'word': 'instante'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Verbo', 'word': 'preciso'}, {'tag': 'Verbo', 'word': 'falar'}, {'tag': 'Preposição', 'word': 'com'}, {'tag': 'Pronome', 'word': 'você'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,G3cuExaCsI
2025-05-29 11:33:22.366000+00:00,7-ensino-fundamental,"[{'tag': 'Advérbio', 'word': 'Ontem'}, {'tag': 'Verbo', 'word': 'choveu'}, {'tag': 'Advérbio', 'word': 'muito'}, {'tag': 'Preposição', 'word': 'durante'}, {'tag': 'Artigo', 'word': 'a'}, {'tag': 'Substantivo', 'word': 'noite'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,w1jOL7fFri
2025-05-29 11:34:35.084000+00:00,7-ensino-fundamental,"[{'tag': 'Pronome', 'word': 'Eles'}, {'tag': 'Verbo', 'word': 'deixaram'}, {'tag': 'Artigo', 'word': 'o'}, {'tag': 'Substantivo', 'word': 'portão'}, {'tag': 'Verbo', 'word': 'aberto'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,1XM6T9hQ3a
2025-05-29 11:34:40.254000+00:00,7-ensino-fundamental,"[{'tag': 'Pronome', 'word': 'Ele'}, {'tag': 'Verbo', 'word': 'gosta'}, {'tag': 'Conjunção Subordinativa', 'word': 'de'}, {'tag': 'Verbo', 'word': 'jogar'}, {'tag': 'Substantivo', 'word': 'futebol'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,bST9YLxbRc
2025-05-29 11:35:08.845000+00:00,7-ensino-fundamental,"[{'tag': 'Verbo', 'word': 'Seja'}, {'tag': 'Advérbio', 'word': 'como'}, {'tag': 'Verbo', 'word': 'for'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Advérbio', 'word': 'não'}, {'tag': 'Verbo', 'word': 'devemos'}, {'tag': 'Verbo', 'word': 'ignorar'}, {'tag': 'Pronome', 'word': 'o'}, {'tag': 'Pronome', 'word': 'que'}, {'tag': 'Verbo Auxiliar', 'word': 'foi'}, {'tag': 'Verbo', 'word': 'dito'}, {'tag': 'Preposição+Artigo', 'word': 'na'}, {'tag': 'Substantivo', 'word': 'assembleia'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,4e4SBiyKUs
2025-05-29 11:35:17.005000+00:00,7-ensino-fundamental,"[{'tag': 'Advérbio', 'word': 'Ontem'}, {'tag': 'Preposição+Artigo', 'word': 'à'}, {'tag': 'Substantivo', 'word': 'noite'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Verbo', 'word': 'choveu'}, {'tag': 'Advérbio', 'word': 'bastante'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Conjunção Coordenativa', 'word': 'mas'}, {'tag': 'Advérbio', 'word': 'hoje'}, {'tag': 'Artigo', 'word': 'o'}, {'tag': 'Substantivo', 'word': 'sol'}, {'tag': 'Advérbio', 'word': 'já'}, {'tag': 'Verbo', 'word': 'voltou'}, {'tag': 'Conjunção Subordinativa', 'word': 'a'}, {'tag': 'Verbo', 'word': 'brilhar'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,XXW54i3CgA
2025-05-29 11:35:42.142000+00:00,5-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'O'}, {'tag': 'Substantivo', 'word': 'diretor'}, {'tag': 'Verbo', 'word': 'aprovou'}, {'tag': 'Artigo', 'word': 'a'}, {'tag': 'Substantivo', 'word': 'ideia'}, {'tag': 'Preposição+Pronome', 'word': 'dela'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,gLbScPuDUB
2025-05-29 11:35:45.559000+00:00,7-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'As'}, {'tag': 'Substantivo', 'word': 'estrelas'}, {'tag': 'Verbo', 'word': 'brilham'}, {'tag': 'Preposição+Artigo', 'word': 'à'}, {'tag': 'Substantivo', 'word': 'noite'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,tbkRcozS-e
2025-05-29 11:35:50.805000+00:00,7-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'A'}, {'tag': 'Substantivo', 'word': 'bola'}, {'tag': 'Verbo', 'word': 'caiu'}, {'tag': 'Preposição+Artigo', 'word': 'no'}, {'tag': 'Substantivo', 'word': 'chão'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,RACKkrxQQ3
2025-05-29 11:36:10.793000+00:00,5-ensino-fundamental,"[{'tag': 'Pronome', 'word': 'Quem'}, {'tag': 'Verbo', 'word': 'disse'}, {'tag': 'Conjunção Subordinativa', 'word': 'que'}, {'tag': 'Verbo', 'word': 'estudar'}, {'tag': 'Advérbio', 'word': 'não'}, {'tag': 'Verbo', 'word': 'pode'}, {'tag': 'Verbo de Ligação', 'word': 'ser'}, {'tag': 'Adjetivo', 'word': 'divertido'}, {'tag': 'Pontuação', 'word': '?'}]",new-session,QHEcn_BOh6
2025-05-29 11:36:17.449000+00:00,7-ensino-fundamental,"[{'tag': 'Nome Próprio', 'word': 'Maria'}, {'tag': 'Advérbio', 'word': 'não'}, {'tag': 'Verbo', 'word': 'gostou'}, {'tag': 'Preposição+Artigo', 'word': 'do'}, {'tag': 'Substantivo', 'word': 'filme'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,zzy7YJuk_E
2025-05-29 11:36:28.813000+00:00,7-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'O'}, {'tag': 'Substantivo', 'word': 'cão'}, {'tag': 'Verbo', 'word': 'mordeu'}, {'tag': 'Artigo', 'word': 'o'}, {'tag': 'Substantivo', 'word': 'carteiro'}, {'tag': 'Verbo', 'word': 'brincando'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,Wmlaqqdr8Q
2025-05-29 11:36:39.905000+00:00,7-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'Meu'}, {'tag': 'Substantivo', 'word': 'irmão'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Pronome', 'word': 'você'}, {'tag': 'Advérbio', 'word': 'já'}, {'tag': 'Verbo', 'word': 'terminou'}, {'tag': 'Conjunção Subordinativa', 'word': 'de'}, {'tag': 'Verbo', 'word': 'ler'}, {'tag': 'Artigo', 'word': 'aquele'}, {'tag': 'Substantivo', 'word': 'livro'}, {'tag': 'Pontuação', 'word': '?'}]",new-session,o33PCGPF7g
2025-05-29 11:36:41.520000+00:00,5-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'A'}, {'tag': 'Substantivo', 'word': 'bola'}, {'tag': 'Verbo', 'word': 'caiu'}, {'tag': 'Preposição+Artigo', 'word': 'no'}, {'tag': 'Substantivo', 'word': 'chão'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,WwR95kMI2O
2025-05-29 11:36:56.978000+00:00,7-ensino-fundamental,"[{'tag': 'Preposição', 'word': 'De'}, {'tag': 'Substantivo', 'word': 'jeito'}, {'tag': 'Artigo', 'word': 'nenhum'}, {'tag': 'Verbo Auxiliar', 'word': 'vou'}, {'tag': 'Verbo', 'word': 'aceitar'}, {'tag': 'Pronome', 'word': 'isso'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Conjunção Coordenativa', 'word': 'nem'}, {'tag': 'Conjunção Subordinativa', 'word': 'que'}, {'tag': 'Pronome', 'word': 'me'}, {'tag': 'Verbo', 'word': 'paguem'}, {'tag': 'Artigo', 'word': 'o'}, {'tag': 'Substantivo', 'word': 'dobro'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,966ui9J-wy
2025-05-29 11:37:02.316000+00:00,7-ensino-fundamental,"[{'tag': 'Pronome', 'word': 'Você'}, {'tag': 'Verbo', 'word': 'vai'}, {'tag': 'Preposição+Artigo', 'word': 'à'}, {'tag': 'Substantivo', 'word': 'escola'}, {'tag': 'Advérbio', 'word': 'amanhã'}, {'tag': 'Pontuação', 'word': '?'}]",new-session,buQWCUlrh7
2025-05-29 11:37:20.959000+00:00,7-ensino-fundamental,"[{'tag': 'Conjunção Subordinativa', 'word': 'Quando'}, {'tag': 'Verbo', 'word': 'chove'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Artigo', 'word': 'os'}, {'tag': 'Substantivo', 'word': 'carros'}, {'tag': 'Verbo', 'word': 'deslizam'}, {'tag': 'Advérbio', 'word': 'mais'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,UPATh9taA1
2025-05-29 11:37:28.924000+00:00,7-ensino-fundamental,"[{'tag': 'Pronome', 'word': 'Eles'}, {'tag': 'Verbo', 'word': 'deixaram'}, {'tag': 'Artigo', 'word': 'o'}, {'tag': 'Substantivo', 'word': 'portão'}, {'tag': 'Verbo', 'word': 'aberto'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,lWLYoltP38
2025-05-29 11:37:29.514000+00:00,7-ensino-fundamental,"[{'tag': 'Advérbio', 'word': 'Mesmo'}, {'tag': 'Conjunção Subordinativa', 'word': 'que'}, {'tag': 'Verbo Auxiliar', 'word': 'esteja'}, {'tag': 'Verbo', 'word': 'chovendo'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Verbo', 'word': 'iremos'}, {'tag': 'Preposição+Artigo', 'word': 'ao'}, {'tag': 'Substantivo', 'word': 'parque'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,sMsOrXrW-N
2025-05-29 11:37:57.215000+00:00,7-ensino-fundamental,"[{'tag': 'Advérbio', 'word': 'Mesmo'}, {'tag': 'Conjunção Subordinativa', 'word': 'que'}, {'tag': 'Verbo Auxiliar', 'word': 'esteja'}, {'tag': 'Verbo', 'word': 'chovendo'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Verbo', 'word': 'iremos'}, {'tag': 'Preposição+Artigo', 'word': 'ao'}, {'tag': 'Substantivo', 'word': 'parque'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,C_zSVX-MhK
2025-05-29 11:38:03.790000+00:00,7-ensino-fundamental,"[{'tag': 'Nome Próprio', 'word': 'Ufa'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Verbo', 'word': 'achei'}, {'tag': 'Conjunção Subordinativa', 'word': 'que'}, {'tag': 'Advérbio', 'word': 'não'}, {'tag': 'Verbo de Ligação', 'word': 'fosse'}, {'tag': 'Verbo', 'word': 'chegar'}, {'tag': 'Preposição', 'word': 'a'}, {'tag': 'Substantivo', 'word': 'tempo'}, {'tag': 'Pontuação', 'word': '!'}]",new-session,rHDRU9ey9C
2025-05-29 11:38:05.618000+00:00,7-ensino-fundamental,"[{'tag': 'Verbo', 'word': 'Estudar'}, {'tag': 'Verbo', 'word': 'ajuda'}, {'tag': 'Conjunção Subordinativa', 'word': 'a'}, {'tag': 'Verbo', 'word': 'alcançar'}, {'tag': 'Artigo', 'word': 'os'}, {'tag': 'Substantivo', 'word': 'sonhos'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,3Ev5wtAJFe
2025-05-29 11:38:06.915000+00:00,9-ensino-fundamental,"[{'tag': 'Conjunção Coordenativa', 'word': 'E'}, {'tag': 'Advérbio', 'word': 'então'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Substantivo', 'word': 'senhores'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Verbo', 'word': 'devemos'}, {'tag': 'Verbo', 'word': 'começar'}, {'tag': 'Artigo', 'word': 'a'}, {'tag': 'Substantivo', 'word': 'apresentação'}, {'tag': 'Pontuação', 'word': '?'}]",new-session,gJkkLr9QP7
2025-05-29 11:38:17.148000+00:00,7-ensino-fundamental,"[{'tag': 'Verbo', 'word': 'Seja'}, {'tag': 'Advérbio', 'word': 'como'}, {'tag': 'Verbo', 'word': 'for'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Advérbio', 'word': 'não'}, {'tag': 'Verbo', 'word': 'devemos'}, {'tag': 'Verbo', 'word': 'ignorar'}, {'tag': 'Pronome', 'word': 'o'}, {'tag': 'Pronome', 'word': 'que'}, {'tag': 'Verbo Auxiliar', 'word': 'foi'}, {'tag': 'Verbo', 'word': 'dito'}, {'tag': 'Preposição+Artigo', 'word': 'na'}, {'tag': 'Substantivo', 'word': 'assembleia'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,J9_ode1cc8
2025-05-29 11:38:19.973000+00:00,6-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'O'}, {'tag': 'Substantivo', 'word': 'cão'}, {'tag': 'Verbo', 'word': 'mordeu'}, {'tag': 'Artigo', 'word': 'o'}, {'tag': 'Substantivo', 'word': 'carteiro'}, {'tag': 'Verbo', 'word': 'brincando'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,9UjlEEQk7Q
2025-05-29 11:38:23.293000+00:00,7-ensino-fundamental,"[{'tag': 'Nome Próprio', 'word': 'Pedro'}, {'tag': 'Verbo', 'word': 'viu'}, {'tag': 'Artigo', 'word': 'a'}, {'tag': 'Substantivo', 'word': 'mulher'}, {'tag': 'Preposição', 'word': 'com'}, {'tag': 'Artigo', 'word': 'a'}, {'tag': 'Substantivo', 'word': 'bolsa'}, {'tag': 'Adjetivo', 'word': 'vermelha'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,P6nSCrc58l
2025-05-29 11:38:34.953000+00:00,7-ensino-fundamental,"[{'tag': 'Advérbio', 'word': 'Mesmo'}, {'tag': 'Conjunção Subordinativa', 'word': 'que'}, {'tag': 'Pronome', 'word': 'ele'}, {'tag': 'Verbo', 'word': 'tente'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Advérbio', 'word': 'não'}, {'tag': 'Verbo', 'word': 'conseguirá'}, {'tag': 'Verbo', 'word': 'mudar'}, {'tag': 'Artigo', 'word': 'a'}, {'tag': 'Substantivo', 'word': 'decisão'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,dOxtOHKZJ1
2025-05-29 11:38:38.440000+00:00,7-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'A'}, {'tag': 'Substantivo', 'word': 'luz'}, {'tag': 'Adjetivo', 'word': 'verde'}, {'tag': 'Verbo', 'word': 'piscou'}, {'tag': 'Numeral', 'word': 'duas'}, {'tag': 'Substantivo', 'word': 'vezes'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,kwKUaGW1Or
2025-05-29 11:38:49.743000+00:00,7-ensino-fundamental,"[{'tag': 'Pronome', 'word': 'Você'}, {'tag': 'Verbo', 'word': 'vai'}, {'tag': 'Preposição+Artigo', 'word': 'à'}, {'tag': 'Substantivo', 'word': 'escola'}, {'tag': 'Advérbio', 'word': 'amanhã'}, {'tag': 'Pontuação', 'word': '?'}]",new-session,P0AicXt9Se
