startTime,serie,words,eventType,sessionId
2025-05-28 23:12:22.626000+00:00,9-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'O'}, {'tag': 'Substantivo', 'word': 'aluno'}, {'tag': 'Substantivo', 'word': 'nota'}, {'tag': 'Numeral', 'word': '10'}, {'tag': 'Verbo', 'word': 'tirou'}, {'tag': 'Artigo', 'word': 'uma'}, {'tag': 'Substantivo', 'word': 'nota'}, {'tag': 'Adjetivo', 'word': 'ruim'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,HbFBBpPq7U
2025-05-28 23:12:45.069000+00:00,8-ensino-fundamental,"[{'tag': 'Nome Próprio', 'word': 'Ana'}, {'tag': 'Verbo', 'word': 'trouxe'}, {'tag': 'Substantivo', 'word': 'flores'}, {'tag': 'Preposição', 'word': 'para'}, {'tag': 'Artigo', 'word': 'a'}, {'tag': 'Substantivo', 'word': 'professora'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,1pf-9ygUgC
2025-05-28 23:12:47.848000+00:00,9-ensino-fundamental,"[{'tag': 'Pronome', 'word': 'Ele'}, {'tag': 'Verbo', 'word': 'disse'}, {'tag': 'Conjunção Subordinativa', 'word': 'que'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Conjunção Subordinativa', 'word': 'embora'}, {'tag': 'Verbo de Ligação', 'word': 'estivesse'}, {'tag': 'Adjetivo', 'word': 'doente'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Verbo', 'word': 'iria'}, {'tag': 'Preposição+Artigo', 'word': 'ao'}, {'tag': 'Substantivo', 'word': 'trabalho'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,Kfx69nICoG
2025-05-28 23:13:08.288000+00:00,9-ensino-fundamental,"[{'tag': 'Conjunção Subordinativa', 'word': 'Enquanto'}, {'tag': 'Pronome', 'word': 'ele'}, {'tag': 'Verbo', 'word': 'falava'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Pronome', 'word': 'todos'}, {'tag': 'Verbo', 'word': 'prestavam'}, {'tag': 'Artigo', 'word': 'muita'}, {'tag': 'Substantivo', 'word': 'atenção'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,OVXWR8F--u
2025-05-28 23:13:31.760000+00:00,9-ensino-fundamental,"[{'tag': 'Nome Próprio', 'word': 'Pedro'}, {'tag': 'Verbo', 'word': 'perguntou'}, {'tag': 'Conjunção Subordinativa', 'word': 'se'}, {'tag': 'Pronome', 'word': 'eu'}, {'tag': 'Verbo', 'word': 'queria'}, {'tag': 'Verbo', 'word': 'ir'}, {'tag': 'Preposição+Artigo', 'word': 'ao'}, {'tag': 'Substantivo', 'word': 'cinema'}, {'tag': 'Preposição', 'word': 'com'}, {'tag': 'Pronome', 'word': 'ele'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,rhErH2A5U9
2025-05-28 23:14:12.576000+00:00,9-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'A'}, {'tag': 'Substantivo', 'word': 'luz'}, {'tag': 'Preposição+Artigo', 'word': 'da'}, {'tag': 'Substantivo', 'word': 'rua'}, {'tag': 'Verbo', 'word': 'apagou'}, {'tag': 'Advérbio', 'word': 'cedo'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,noCChEscnT
2025-05-28 23:16:54.234000+00:00,8-ensino-fundamental,"[{'tag': 'Pronome', 'word': 'Nós'}, {'tag': 'Verbo', 'word': 'vimos'}, {'tag': 'Artigo', 'word': 'o'}, {'tag': 'Substantivo', 'word': 'cachorro'}, {'tag': 'Preposição+Artigo', 'word': 'da'}, {'tag': 'Substantivo', 'word': 'vizinha'}, {'tag': 'Verbo', 'word': 'correr'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,5NMioVy6gD
2025-05-28 23:17:10.598000+00:00,7-ensino-fundamental,"[{'tag': 'Pronome', 'word': 'Ela'}, {'tag': 'Verbo', 'word': 'perguntou'}, {'tag': 'Conjunção Subordinativa', 'word': 'se'}, {'tag': 'Pronome', 'word': 'eu'}, {'tag': 'Verbo', 'word': 'queria'}, {'tag': 'Verbo', 'word': 'ir'}, {'tag': 'Preposição+Artigo', 'word': 'ao'}, {'tag': 'Substantivo', 'word': 'parque'}, {'tag': 'Preposição+Artigo', 'word': 'no'}, {'tag': 'Substantivo', 'word': 'domingo'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,qn13O6-ZeA
2025-05-28 23:17:15.821000+00:00,9-ensino-fundamental,"[{'tag': 'Conjunção Subordinativa', 'word': 'Embora'}, {'tag': 'Verbo de Ligação', 'word': 'estivesse'}, {'tag': 'Adjetivo', 'word': 'cansada'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Nome Próprio', 'word': 'Ana'}, {'tag': 'Verbo', 'word': 'continuou'}, {'tag': 'Verbo', 'word': 'trabalhando'}, {'tag': 'Preposição', 'word': 'até'}, {'tag': 'Advérbio', 'word': 'tarde'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,bJzzuPHrDj
2025-05-28 23:17:29.781000+00:00,8-ensino-fundamental,"[{'tag': 'Pronome', 'word': 'Você'}, {'tag': 'Verbo', 'word': 'sabe'}, {'tag': 'Pronome', 'word': 'onde'}, {'tag': 'Verbo', 'word': 'está'}, {'tag': 'Artigo', 'word': 'o'}, {'tag': 'Substantivo', 'word': 'livro'}, {'tag': 'Pronome', 'word': 'que'}, {'tag': 'Verbo', 'word': 'deixei'}, {'tag': 'Preposição', 'word': 'sobre'}, {'tag': 'Artigo', 'word': 'a'}, {'tag': 'Substantivo', 'word': 'mesa'}, {'tag': 'Pontuação', 'word': '?'}]",new-session,wKD0IWDtIg
2025-05-28 23:18:36.499000+00:00,9-ensino-fundamental,"[{'tag': 'Pronome', 'word': 'Ela'}, {'tag': 'Advérbio', 'word': 'não'}, {'tag': 'Verbo', 'word': 'queria'}, {'tag': 'Verbo', 'word': 'sair'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Conjunção Coordenativa', 'word': 'mas'}, {'tag': 'Verbo', 'word': 'acabou'}, {'tag': 'Verbo', 'word': 'cedendo'}, {'tag': 'Preposição+Artigo', 'word': 'à'}, {'tag': 'Substantivo', 'word': 'pressão'}, {'tag': 'Preposição+Artigo', 'word': 'dos'}, {'tag': 'Substantivo', 'word': 'amigos'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,drh6y3T8FS
2025-05-28 23:19:00.976000+00:00,9-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'A'}, {'tag': 'Substantivo', 'word': 'janela'}, {'tag': 'Verbo', 'word': 'quebrou'}, {'tag': 'Preposição', 'word': 'com'}, {'tag': 'Artigo', 'word': 'o'}, {'tag': 'Substantivo', 'word': 'vento'}, {'tag': 'Adjetivo', 'word': 'forte'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,qLeeShuWcx
2025-05-28 23:32:58.455000+00:00,9-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'O'}, {'tag': 'Substantivo', 'word': 'jogo'}, {'tag': 'Verbo Auxiliar', 'word': 'foi'}, {'tag': 'Verbo', 'word': 'adiado'}, {'tag': 'Preposição', 'word': 'por'}, {'tag': 'Substantivo', 'word': 'causa'}, {'tag': 'Preposição+Artigo', 'word': 'da'}, {'tag': 'Substantivo', 'word': 'chuva'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,ORK0z5w2-9
2025-05-28 23:33:16.911000+00:00,8-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'O'}, {'tag': 'Substantivo', 'word': 'aluno'}, {'tag': 'Verbo', 'word': 'apresentou'}, {'tag': 'Artigo', 'word': 'o'}, {'tag': 'Substantivo', 'word': 'trabalho'}, {'tag': 'Verbo', 'word': 'atrasado'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,2H9-jbNSvM
2025-05-28 23:34:08.711000+00:00,9-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'A'}, {'tag': 'Substantivo', 'word': 'folha'}, {'tag': 'Verbo', 'word': 'caiu'}, {'tag': 'Preposição+Artigo', 'word': 'da'}, {'tag': 'Substantivo', 'word': 'árvore'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,Dv8tNHx6ln
2025-05-28 23:34:18.239000+00:00,8-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'O'}, {'tag': 'Substantivo', 'word': 'livro'}, {'tag': 'Verbo', 'word': 'sobreviveu'}, {'tag': 'Preposição+Artigo', 'word': 'à'}, {'tag': 'Substantivo', 'word': 'enchente'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,-ZPhQvxtYS
2025-05-28 23:34:22.876000+00:00,9-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'Os'}, {'tag': 'Substantivo', 'word': 'alunos'}, {'tag': 'Verbo', 'word': 'assistem'}, {'tag': 'Preposição+Artigo', 'word': 'à'}, {'tag': 'Substantivo', 'word': 'aula'}, {'tag': 'Preposição', 'word': 'com'}, {'tag': 'Substantivo', 'word': 'atenção'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,kX2ZtESak8
2025-05-28 23:34:54.349000+00:00,9-ensino-fundamental,"[{'tag': 'Nome Próprio', 'word': 'Ufa'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Verbo', 'word': 'achei'}, {'tag': 'Conjunção Subordinativa', 'word': 'que'}, {'tag': 'Advérbio', 'word': 'não'}, {'tag': 'Verbo de Ligação', 'word': 'fosse'}, {'tag': 'Verbo', 'word': 'chegar'}, {'tag': 'Preposição', 'word': 'a'}, {'tag': 'Substantivo', 'word': 'tempo'}, {'tag': 'Pontuação', 'word': '!'}]",new-session,Gg9e3pRRND
2025-05-28 23:35:01.069000+00:00,8-ensino-fundamental,"[{'tag': 'Pronome', 'word': 'Eles'}, {'tag': 'Verbo', 'word': 'discutiram'}, {'tag': 'Artigo', 'word': 'o'}, {'tag': 'Substantivo', 'word': 'plano'}, {'tag': 'Preposição', 'word': 'com'}, {'tag': 'Substantivo', 'word': 'calma'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,XtsIqceaDh
2025-05-28 23:35:36.030000+00:00,8-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'O'}, {'tag': 'Substantivo', 'word': 'menino'}, {'tag': 'Verbo', 'word': 'correu'}, {'tag': 'Preposição+Artigo', 'word': 'da'}, {'tag': 'Substantivo', 'word': 'sombra'}, {'tag': 'Adjetivo', 'word': 'assustadora'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,6vrHzEH4da
2025-05-28 23:36:51.465000+00:00,9-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'O'}, {'tag': 'Substantivo', 'word': 'sol'}, {'tag': 'Verbo', 'word': 'brilha'}, {'tag': 'Adjetivo', 'word': 'forte'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,HJI7ZD79Ag
2025-05-28 23:39:42.587000+00:00,9-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'O'}, {'tag': 'Substantivo', 'word': 'cachorro'}, {'tag': 'Verbo', 'word': 'latiu'}, {'tag': 'Advérbio', 'word': 'alto'}, {'tag': 'Conjunção Subordinativa', 'word': 'quando'}, {'tag': 'Verbo', 'word': 'viu'}, {'tag': 'Artigo', 'word': 'o'}, {'tag': 'Substantivo', 'word': 'carteiro'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,Dpuke2XvrJ
2025-05-29 00:10:13.908000+00:00,8-ensino-fundamental,"[{'tag': 'Nome Próprio', 'word': 'Ana'}, {'tag': 'Verbo', 'word': 'trouxe'}, {'tag': 'Substantivo', 'word': 'flores'}, {'tag': 'Preposição', 'word': 'para'}, {'tag': 'Artigo', 'word': 'a'}, {'tag': 'Substantivo', 'word': 'professora'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,qvBG95P6YJ
2025-05-29 00:10:26.660000+00:00,8-ensino-fundamental,"[{'tag': 'Pronome', 'word': 'Ele'}, {'tag': 'Verbo', 'word': 'disse'}, {'tag': 'Conjunção Subordinativa', 'word': 'que'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Conjunção Subordinativa', 'word': 'embora'}, {'tag': 'Verbo de Ligação', 'word': 'estivesse'}, {'tag': 'Adjetivo', 'word': 'doente'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Verbo', 'word': 'iria'}, {'tag': 'Preposição+Artigo', 'word': 'ao'}, {'tag': 'Substantivo', 'word': 'trabalho'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,mcm7HFSYfn
2025-05-29 00:11:33.615000+00:00,8-ensino-fundamental,"[{'tag': 'Pronome', 'word': 'Eles'}, {'tag': 'Verbo', 'word': 'deixaram'}, {'tag': 'Artigo', 'word': 'o'}, {'tag': 'Substantivo', 'word': 'portão'}, {'tag': 'Verbo', 'word': 'aberto'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,l1Vp_Uu4mC
2025-05-29 00:11:42.277000+00:00,1-ensino-medio,"[{'tag': 'Advérbio', 'word': 'Ainda'}, {'tag': 'Conjunção Subordinativa', 'word': 'que'}, {'tag': 'Pronome', 'word': 'muitos'}, {'tag': 'Verbo', 'word': 'duvidem'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Verbo de Ligação', 'word': 'é'}, {'tag': 'Adjetivo', 'word': 'possível'}, {'tag': 'Conjunção Subordinativa', 'word': 'que'}, {'tag': 'Pronome', 'word': 'ele'}, {'tag': 'Verbo', 'word': 'conclua'}, {'tag': 'Artigo', 'word': 'o'}, {'tag': 'Substantivo', 'word': 'trabalho'}, {'tag': 'Preposição', 'word': 'a'}, {'tag': 'Substantivo', 'word': 'tempo'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,g5gCj8_rzt
2025-05-29 00:11:51.703000+00:00,8-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'A'}, {'tag': 'Substantivo', 'word': 'menina'}, {'tag': 'Verbo', 'word': 'caiu'}, {'tag': 'Preposição+Artigo', 'word': 'na'}, {'tag': 'Substantivo', 'word': 'escada'}, {'tag': 'Conjunção Coordenativa', 'word': 'e'}, {'tag': 'Verbo', 'word': 'machucou'}, {'tag': 'Artigo', 'word': 'o'}, {'tag': 'Substantivo', 'word': 'braço'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,K9LW7LrQ9s
2025-05-29 00:12:04.399000+00:00,8-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'Os'}, {'tag': 'Substantivo', 'word': 'dados'}, {'tag': 'Verbo Auxiliar', 'word': 'foram'}, {'tag': 'Verbo', 'word': 'analisados'}, {'tag': 'Advérbio', 'word': 'cuidadosamente'}, {'tag': 'Preposição+Artigo', 'word': 'pelos'}, {'tag': 'Substantivo', 'word': 'pesquisadores'}, {'tag': 'Advérbio', 'word': 'antes'}, {'tag': 'Preposição+Artigo', 'word': 'da'}, {'tag': 'Substantivo', 'word': 'publicação'}, {'tag': 'Preposição+Artigo', 'word': 'do'}, {'tag': 'Substantivo', 'word': 'artigo'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,1IS-Ln6hHi
2025-05-29 00:12:15.422000+00:00,8-ensino-fundamental,"[{'tag': 'Preposição', 'word': 'De'}, {'tag': 'Substantivo', 'word': 'jeito'}, {'tag': 'Artigo', 'word': 'nenhum'}, {'tag': 'Verbo Auxiliar', 'word': 'vou'}, {'tag': 'Verbo', 'word': 'aceitar'}, {'tag': 'Pronome', 'word': 'isso'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Conjunção Coordenativa', 'word': 'nem'}, {'tag': 'Conjunção Subordinativa', 'word': 'que'}, {'tag': 'Pronome', 'word': 'me'}, {'tag': 'Verbo', 'word': 'paguem'}, {'tag': 'Artigo', 'word': 'o'}, {'tag': 'Substantivo', 'word': 'dobro'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,3ZQCcqEHWy
2025-05-29 00:12:58.615000+00:00,8-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'O'}, {'tag': 'Substantivo', 'word': 'motorista'}, {'tag': 'Verbo', 'word': 'parou'}, {'tag': 'Artigo', 'word': 'o'}, {'tag': 'Substantivo', 'word': 'carro'}, {'tag': 'Advérbio', 'word': 'perto'}, {'tag': 'Preposição+Artigo', 'word': 'da'}, {'tag': 'Substantivo', 'word': 'praça'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,IFX0oUlO8V
2025-05-29 00:13:15.710000+00:00,8-ensino-fundamental,"[{'tag': 'Nome Próprio', 'word': 'Marcos'}, {'tag': 'Verbo', 'word': 'levou'}, {'tag': 'Substantivo', 'word': 'flores'}, {'tag': 'Preposição', 'word': 'para'}, {'tag': 'Artigo', 'word': 'a'}, {'tag': 'Substantivo', 'word': 'mãe'}, {'tag': 'Adjetivo', 'word': 'cansado'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,KuqK4FL6Oh
2025-05-29 00:13:46.026000+00:00,9-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'O'}, {'tag': 'Substantivo', 'word': 'cachorro'}, {'tag': 'Verbo', 'word': 'latiu'}, {'tag': 'Advérbio', 'word': 'alto'}, {'tag': 'Conjunção Subordinativa', 'word': 'quando'}, {'tag': 'Verbo', 'word': 'viu'}, {'tag': 'Artigo', 'word': 'o'}, {'tag': 'Substantivo', 'word': 'carteiro'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,LCHyd1ogZB
2025-05-29 00:15:32.423000+00:00,8-ensino-fundamental,"[{'tag': 'Preposição', 'word': 'Por'}, {'tag': 'Pronome', 'word': 'que'}, {'tag': 'Pronome', 'word': 'você'}, {'tag': 'Advérbio', 'word': 'não'}, {'tag': 'Pronome', 'word': 'me'}, {'tag': 'Verbo', 'word': 'avisou'}, {'tag': 'Advérbio', 'word': 'antes'}, {'tag': 'Preposição', 'word': 'de'}, {'tag': 'Verbo', 'word': 'sair'}, {'tag': 'Pontuação', 'word': '?'}]",new-session,4Jm2smouFG
2025-05-29 00:15:43.086000+00:00,8-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'O'}, {'tag': 'Substantivo', 'word': 'aluno'}, {'tag': 'Verbo', 'word': 'entregou'}, {'tag': 'Artigo', 'word': 'a'}, {'tag': 'Substantivo', 'word': 'prova'}, {'tag': 'Preposição+Artigo', 'word': 'ao'}, {'tag': 'Substantivo', 'word': 'professor'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,DYIFZBzBem
2025-05-29 00:16:06.187000+00:00,4-ensino-fundamental,"[{'tag': 'Advérbio', 'word': 'Não'}, {'tag': 'Verbo', 'word': 'é'}, {'tag': 'Conjunção Subordinativa', 'word': 'que'}, {'tag': 'Pronome', 'word': 'eu'}, {'tag': 'Advérbio', 'word': 'não'}, {'tag': 'Verbo', 'word': 'goste'}, {'tag': 'Conjunção Subordinativa', 'word': 'de'}, {'tag': 'Verbo', 'word': 'estudar'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Conjunção Coordenativa', 'word': 'mas'}, {'tag': 'Verbo', 'word': 'prefiro'}, {'tag': 'Verbo', 'word': 'fazer'}, {'tag': 'Artigo', 'word': 'outra'}, {'tag': 'Substantivo', 'word': 'coisa'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,2Aq7Jg8s2q
2025-05-29 00:16:25.269000+00:00,8-ensino-fundamental,"[{'tag': 'Advérbio', 'word': 'Não'}, {'tag': 'Verbo', 'word': 'é'}, {'tag': 'Conjunção Subordinativa', 'word': 'que'}, {'tag': 'Pronome', 'word': 'eu'}, {'tag': 'Advérbio', 'word': 'não'}, {'tag': 'Verbo', 'word': 'queira'}, {'tag': 'Verbo', 'word': 'ir'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Conjunção Coordenativa', 'word': 'mas'}, {'tag': 'Verbo de Ligação', 'word': 'estou'}, {'tag': 'Advérbio', 'word': 'muito'}, {'tag': 'Adjetivo', 'word': 'cansado'}, {'tag': 'Advérbio', 'word': 'hoje'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,wbc0kK3GaO
2025-05-29 00:17:29.389000+00:00,8-ensino-fundamental,"[{'tag': 'Pronome', 'word': 'Eu'}, {'tag': 'Verbo', 'word': 'gosto'}, {'tag': 'Advérbio', 'word': 'muito'}, {'tag': 'Preposição', 'word': 'de'}, {'tag': 'Substantivo', 'word': 'sorvete'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,DMb1bpL6lz
2025-05-29 00:17:37.022000+00:00,8-ensino-fundamental,"[{'tag': 'Advérbio', 'word': 'Não'}, {'tag': 'Verbo', 'word': 'acredito'}, {'tag': 'Conjunção Subordinativa', 'word': 'que'}, {'tag': 'Pronome', 'word': 'você'}, {'tag': 'Verbo Auxiliar', 'word': 'tenha'}, {'tag': 'Verbo', 'word': 'feito'}, {'tag': 'Pronome', 'word': 'isso'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Advérbio', 'word': 'sinceramente'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,P6lvgU9VUK
2025-05-29 00:19:27.570000+00:00,3-ensino-medio,"[{'tag': 'Advérbio', 'word': 'Apesar'}, {'tag': 'Preposição+Artigo', 'word': 'das'}, {'tag': 'Substantivo', 'word': 'dificuldades'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Pronome', 'word': 'eles'}, {'tag': 'Verbo', 'word': 'conseguiram'}, {'tag': 'Verbo', 'word': 'alcançar'}, {'tag': 'Artigo', 'word': 'o'}, {'tag': 'Substantivo', 'word': 'objetivo'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,o61uzq_uI0
2025-05-29 00:23:50.819000+00:00,1-ensino-medio,"[{'tag': 'Artigo', 'word': 'Meu'}, {'tag': 'Substantivo', 'word': 'amigo'}, {'tag': 'Nome Próprio', 'word': 'Carlos'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Verbo', 'word': 'venha'}, {'tag': 'Advérbio', 'word': 'aqui'}, {'tag': 'Preposição', 'word': 'por'}, {'tag': 'Numeral', 'word': 'um'}, {'tag': 'Substantivo', 'word': 'instante'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Verbo', 'word': 'preciso'}, {'tag': 'Verbo', 'word': 'falar'}, {'tag': 'Preposição', 'word': 'com'}, {'tag': 'Pronome', 'word': 'você'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,JVZ_B711wJ
2025-05-29 00:24:06.624000+00:00,8-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'O'}, {'tag': 'Substantivo', 'word': 'cão'}, {'tag': 'Verbo', 'word': 'mordeu'}, {'tag': 'Artigo', 'word': 'o'}, {'tag': 'Substantivo', 'word': 'carteiro'}, {'tag': 'Verbo', 'word': 'brincando'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,Z909kv3L0y
2025-05-29 00:33:16.374000+00:00,8-ensino-fundamental,"[{'tag': 'Conjunção Subordinativa', 'word': 'Enquanto'}, {'tag': 'Pronome', 'word': 'ele'}, {'tag': 'Verbo', 'word': 'falava'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Pronome', 'word': 'todos'}, {'tag': 'Verbo', 'word': 'prestavam'}, {'tag': 'Artigo', 'word': 'muita'}, {'tag': 'Substantivo', 'word': 'atenção'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,Kl3UNBjAJ2
2025-05-29 00:33:54.998000+00:00,8-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'A'}, {'tag': 'Substantivo', 'word': 'menina'}, {'tag': 'Preposição', 'word': 'com'}, {'tag': 'Artigo', 'word': 'o'}, {'tag': 'Substantivo', 'word': 'vestido'}, {'tag': 'Adjetivo', 'word': 'azul'}, {'tag': 'Verbo', 'word': 'dançou'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,X7raddqReQ
2025-05-29 00:35:50.524000+00:00,8-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'Que'}, {'tag': 'Substantivo', 'word': 'surpresa'}, {'tag': 'Adjetivo', 'word': 'agradável'}, {'tag': 'Verbo', 'word': 'encontrar'}, {'tag': 'Pronome', 'word': 'você'}, {'tag': 'Preposição', 'word': 'por'}, {'tag': 'Advérbio', 'word': 'aqui'}, {'tag': 'Pontuação', 'word': '!'}]",new-session,4GkWarS7UW
2025-05-29 00:37:19.630000+00:00,9-ensino-fundamental,"[{'tag': 'Advérbio', 'word': 'Depois'}, {'tag': 'Conjunção Subordinativa', 'word': 'que'}, {'tag': 'Artigo', 'word': 'o'}, {'tag': 'Substantivo', 'word': 'sol'}, {'tag': 'Pronome', 'word': 'se'}, {'tag': 'Verbo', 'word': 'pôs'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Artigo', 'word': 'o'}, {'tag': 'Substantivo', 'word': 'frio'}, {'tag': 'Verbo', 'word': 'começou'}, {'tag': 'Conjunção Subordinativa', 'word': 'a'}, {'tag': 'Verbo', 'word': 'aumentar'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,ucWx139Sb3
2025-05-29 00:37:39.277000+00:00,9-ensino-fundamental,"[{'tag': 'Nome Próprio', 'word': 'Pedro'}, {'tag': 'Verbo', 'word': 'viu'}, {'tag': 'Artigo', 'word': 'a'}, {'tag': 'Substantivo', 'word': 'mulher'}, {'tag': 'Preposição', 'word': 'com'}, {'tag': 'Artigo', 'word': 'a'}, {'tag': 'Substantivo', 'word': 'bolsa'}, {'tag': 'Adjetivo', 'word': 'vermelha'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,HFamLJVe71
2025-05-29 00:40:37.773000+00:00,8-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'A'}, {'tag': 'Substantivo', 'word': 'água'}, {'tag': 'Preposição+Artigo', 'word': 'do'}, {'tag': 'Substantivo', 'word': 'rio'}, {'tag': 'Verbo', 'word': 'subiu'}, {'tag': 'Advérbio', 'word': 'rapidamente'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,Kr3rjsFG5-
2025-05-29 00:45:37.722000+00:00,8-ensino-fundamental,"[{'tag': 'Nome Próprio', 'word': 'Ana'}, {'tag': 'Verbo', 'word': 'trouxe'}, {'tag': 'Substantivo', 'word': 'flores'}, {'tag': 'Preposição', 'word': 'para'}, {'tag': 'Artigo', 'word': 'a'}, {'tag': 'Substantivo', 'word': 'professora'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,qjReda4O-6
2025-05-29 00:45:43.344000+00:00,8-ensino-fundamental,"[{'tag': 'Nome Próprio', 'word': 'Maria'}, {'tag': 'Verbo Auxiliar', 'word': 'está'}, {'tag': 'Verbo', 'word': 'estudando'}, {'tag': 'Preposição', 'word': 'para'}, {'tag': 'Artigo', 'word': 'a'}, {'tag': 'Substantivo', 'word': 'prova'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,dSnAujejHc
2025-05-29 00:45:47.263000+00:00,8-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'A'}, {'tag': 'Substantivo', 'word': 'bola'}, {'tag': 'Verbo', 'word': 'caiu'}, {'tag': 'Preposição+Artigo', 'word': 'no'}, {'tag': 'Substantivo', 'word': 'chão'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,uMJ2MhXN4S
2025-05-29 00:46:23.080000+00:00,8-ensino-fundamental,"[{'tag': 'Advérbio', 'word': 'Não'}, {'tag': 'Pronome', 'word': 'me'}, {'tag': 'Verbo', 'word': 'lembro'}, {'tag': 'Pronome', 'word': 'onde'}, {'tag': 'Verbo', 'word': 'deixei'}, {'tag': 'Artigo', 'word': 'as'}, {'tag': 'Substantivo', 'word': 'chaves'}, {'tag': 'Preposição+Artigo', 'word': 'do'}, {'tag': 'Substantivo', 'word': 'carro'}, {'tag': 'Advérbio', 'word': 'ontem'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,zHccDNem7G
